0, 20
10000, 60680192
20000, 106718849
30000, 142286342
40000, 192182403
50000, 234545399
60000, 278632082
70000, 328011982
80000, 356579318
90000, 407038893
100000, 470839352
110000, 507997490
120000, 545321028
130000, 570253876
140000, 598543561
150000, 613712197
160000, 685952047
170000, 728060970
180000, 746743826
190000, 801772969
200000, 871188470
210000, 932812666
220000, 977472843
230000, 1032055378
240000, 1068694383
250000, 1126400226
260000, 1169251137
270000, 1195844654
280000, 1251913585
290000, 1329912572
300000, 1396929271
310000, 1464027001
320000, 1479094474
330000, 1494418224
340000, 1509469585
350000, 1521117432
360000, 1529635949
370000, 1543462192
380000, 1550724385
390000, 1557668249
400000, 1565554379
410000, 1573230996
420000, 1581151416
430000, 1588661116
440000, 1597076358
450000, 1606879619
460000, 1628915389
470000, 1665984758
480000, 1732426813
490000, 1778018937
500000, 1830446553
510000, 1887139855
520000, 1935897086
530000, 1980692768
540000, 2007204994
550000, 2045546595
560000, 2111760643
570000, 2185666705
580000, 2207758848
590000, 2232909107
600000, 2272998211
610000, 2318184012
620000, 2375286859
630000, 2424258352
640000, 2471083307
650000, 2520064031
660000, 2570598092
670000, 2623147080
680000, 2664519343
690000, 2714702071
700000, 2768771917
710000, 2818697119
720000, 2871393472
730000, 2926604438
740000, 2983875788
750000, 3030585807
760000, 3078397876
770000, 3195931435
780000, 3292026841
790000, 3314674875
800000, 3322529004
810000, 3345272363
820000, 3364073340
830000, 3379352863
840000, 3400615027
850000, 3411483485
860000, 3419229014
870000, 3426991073
880000, 3436142142
890000, 3444186001
900000, 3490933107
910000, 3517059270
920000, 3536248534
930000, 3545716838
940000, 3554951925
950000, 3563901110
960000, 3603283768
970000, 3622231517
980000, 3632601559
990000, 3672288622
1000000, 3695149607
1010000, 3723528605
1020000, 3861804771
1030000, 3899888199
1040000, 4092582520
1050000, 4286606427
1060000, 4437189674
1070000, 4446291829
1080000, 4455352536
1090000, 4464417800
1100000, 4473445752
1110000, 4482462930
1120000, 4501195361
1130000, 4510159640
1140000, 4519174245
1150000, 4528246334
1160000, 4537244999
1170000, 4546343811
1180000, 4555392757
1190000, 4564410725
1200000, 4573471183
1210000, 4813698422
1220000, 4862341077
1230000, 4871403233
1240000, 4880434485
1250000, 4889445008
1260000, 4898487186
1270000, 4907523335
1280000, 4916506411
1290000, 4925514533
1300000, 5004836154
1310000, 5055935212
1320000, 5094531810
1330000, 5103988186
1340000, 5372665793
1350000, 5382105212
1360000, 5391300167
1370000, 5400374184
1380000, 5409641353
1390000, 5423057648
1400000, 5473228875
1410000, 5484751084
1420000, 5494378565
1430000, 5528979311
1440000, 5659256293
